Fila,country,designation,points,price,province,region_1,variety,winery
1583,France,Castelnau de Suduiraut,91,35,Bordeaux,Sauternes,Bordeaux-style White Blend,Château Suduiraut
1584,US,,91,24,California,Edna Valley,Chardonnay,Talley
1585,US,,91,29,California,Paso Robles,Sangiovese,Pianetta
1586,US,,91,80,California,Howell Mountain,Cabernet Sauvignon,Prim Family
1587,Portugal,,91,22,Douro,,Portuguese Red,Quinta de la Rosa
1588,US,Estate,91,15,California,Paso Robles,Chardonnay,Castoro Cellars
1589,Portugal,Quinta dos Quatro Ventos,91,22,Douro,,Portuguese Red,Caves Aliança
1590,France,Seppi Landmann Zinnkoeplé Grand Cru,91,36,Alsace,Alsace,Riesling,Domaine Rieflé-Landmann
1591,US,The Reserve,87,25,Washington,Horse Heaven Hills,Chardonnay,14 Hands
1592,US,The Reserve,87,22,Washington,Horse Heaven Hills,Sauvignon Blanc,14 Hands
1593,US,Old Vine,87,25,California,Lodi,Zinfandel,Boneshaker
1594,US,MV Trí3,87,32,Washington,Columbia Valley (WA),Rhône-style Red Blend,Cairdeas
1595,Italy,,87,20,Tuscany,Bolgheri,White Blend,Campo al Mare
1596,US,Reserve,87,35,California,Edna Valley,Chardonnay,Edna Valley Vineyard
1597,Argentina,Reserve,87,18,Mendoza Province,Mendoza,Malbec,Ferllen
1598,US,,87,13,Washington,Yakima Valley,Aligoté,Shooting Star
1599,Italy,Riserva,87,140,Tuscany,Brunello di Montalcino,Sangiovese,Tenuta di Sesta
1600,Italy,Due Sorelle Riserva,87,60,Tuscany,Brunello di Montalcino,Sangiovese,Tenuta La Fuga
1601,Italy,Emilio Primo,87,25,Tuscany,Bolgheri,Red Blend,Terre del Marchesato
1602,Italy,,87,50,Tuscany,Brunello di Montalcino,Sangiovese,Agostina Pieri
1603,Italy,Ripe al Convento Riserva,87,138,Tuscany,Brunello di Montalcino,Sangiovese,Castelgiocondo
1604,Italy,,87,55,Tuscany,Brunello di Montalcino,Sangiovese,Colombaio
1605,US,,87,15,Washington,Columbia Valley (WA),Chardonnay,Columbia Winery
1606,Argentina,,87,12,Mendoza Province,Mendoza,Torrontés,Cuatro Vacas Gordas
1607,US,Cutthroat Blend,87,35,Washington,Columbia Valley (WA),Red Blend,Flying Trout
1608,US,Mélange Blanc,87,23,Washington,Columbia Valley (WA),White Blend,Patterson
1609,France,Château Courbian,87,19,Bordeaux,Médoc,Bordeaux-style Red Blend,Producta Vignobles
1610,Spain,,87,15,Northern Spain,Rueda,Verdejo,Protos
1611,US,Sofia Blanc de Blancs,87,19,California,Monterey County,Sparkling Blend,Francis Ford Coppola
1612,US,,87,24,California,Santa Ynez Valley,Merlot,Gainey
1613,US,Springline Super Tuscan-style,87,19,Washington,Columbia Valley (WA),White Blend,Genoa
1614,US,Bacigalupi Vineyard,87,48,California,Russian River Valley,Zinfandel,Graton Ridge
1615,US,Estate Bottled,87,20,California,Anderson Valley,Gewürztraminer,Navarro
1616,US,Sharp Sisters,87,26,Washington,Columbia Valley (WA),Red Blend,Mercer
1617,US,,87,8,Washington,Columbia Valley (WA),Riesling,Snoqualmie
1618,US,Estate Grown,87,60,Washington,Columbia Gorge (WA),Syrah,Syncline
1619,US,Boushey Vineyard,87,25,Washington,Yakima Valley,Grenache Blanc,Syncline
1620,US,,87,20,California,Russian River Valley,Chardonnay,Taft Street
1621,France,Brut Prestige,91,66,Champagne,Champagne,Champagne Blend,Charles Ellner
1622,France,,91,45,Southwest France,Cahors,Malbec,Château Lagrézette
1623,France,Brut Nature,91,75,Champagne,Champagne,Champagne Blend,Ayala
1624,Italy,Riserva,90,25,Tuscany,Chianti Classico,Red Blend,Fattoria La Ripa
1625,US,Special Reserve,90,40,California,Napa Valley,Cabernet Sauvignon,Herzog
1626,US,Estate Grown Cave Fermented,90,95,California,Napa Valley,Merlot,Jarvis
1627,US,Sierra Madre Vineyard,90,48,California,Santa Barbara County,Pinot Noir,La Montagne
1628,US,Lachini Family Estate,90,48,Oregon,Chehalem Mountains,Pinot Noir,Lachini
1629,US,Serious,90,50,California,Lodi,Zinfandel,Macchia
1630,US,Estate 25th Anniversary,90,28,California,Santa Lucia Highlands,Chardonnay,McIntyre Vineyards
1631,US,,90,44,California,Napa Valley,Pinot Noir,Brick & Mortar
1632,US,Reed Vineyard,90,60,California,Mt. Harlan,Pinot Noir,Calera
1633,Italy,,90,16,Tuscany,Chianti Classico,Red Blend,Castellinuzza e Piuca
1634,France,Grande Réserve Brut,90,50,Champagne,Champagne,Champagne Blend,Charles Ellner
1635,France,La Chêneraie,90,55,Bordeaux,Fronsac,Bordeaux-style Red Blend,Château Jeandeman
1636,France,,90,20,Bordeaux,Haut-Médoc,Bordeaux-style Red Blend,Château Paloumey
1637,France,,90,45,Bordeaux,Saint-Émilion,Bordeaux-style Red Blend,Château Tour de Pressac
1638,Italy,Selva,90,,Lombardy,Lugana,Turbiana,Selva Capuzza
1639,Italy,Limne,90,19,Lombardy,Lugana,Turbiana,Tenuta Roveglia
1640,US,Reserve,90,50,California,Napa Valley,Cabernet Sauvignon,Triumph Cellars
1641,Portugal,Aguia Moura em Vinhas Velhas Reserva,90,18,Douro,,Portuguese White,Wines & Winemakers
1642,Portugal,Reserva,90,15,Tejo,,Portuguese Red,Novo Mundo
1643,US,Dark & Brooding,90,54,California,Sonoma County,Red Blend,Palmeri
1644,Portugal,Falcoaria,90,,Tejo,,Fernão Pires,Quinta do Casal Branco
1645,US,Pendulum,90,35,California,Monterey County,Rhône-style Red Blend,Baker & Brain
1646,US,Bald Mountain Vineyard,90,45,California,Ben Lomond Mountain,Chardonnay,Beauregard
1647,Germany,Piesporter Goldtröpfchen Kabinett GL,90,31,Mosel,,Riesling,Reichsgraf von Kesselstatt
1648,Germany,Hochheimer Kirchenstück Trocken,90,35,Rheingau,,Riesling,Domdechant Werner
1649,Germany,Piesporter Goldtröpfchen Kabinett,90,18,Mosel,,Riesling,Bollig-Lehnert
1650,Germany,Saulheimer Hölle Trocken,90,60,Rheinhessen,,Spätburgunder,Thörle
1651,US,The Augur Kick On Ranch Vineyard,88,25,California,Santa Barbara County,Riesling,j.brix
1652,US,1149 Rosé of,88,25,California,Paso Robles Willow Creek District,Mourvèdre,Jada Vineyard & Winery
1653,US,,88,50,California,Sierra Foothills,Red Blend,La Folia Winery
1654,US,Brut Rosé,88,30,California,Arroyo Grande Valley,Sparkling Blend,Laetitia
1655,US,Rayhill Vineyard,88,60,California,Sonoma Coast,Pinot Noir,Landmark
1656,US,,88,15,California,Sonoma County,Chardonnay,St. Francis
1657,Italy,Quercegobbe,88,65,Tuscany,Toscana,Merlot,Petra
1658,Italy,Maurleo,88,19,Tuscany,Toscana,Red Blend,Pietro Beconcini
1659,Italy,Lippo,88,28,Tuscany,Toscana,Red Blend,Pieve Santo Stefano
1660,Portugal,Talhão 1,88,,Tejo,,Portuguese White,Quinta da Lagoalva de Cima
1661,Chile,Q Grand Reserve,88,20,Casablanca Valley,,Pinot Noir,Quintay
1662,US,Dianthus,88,27,California,Paso Robles,Rosé,Tablas Creek
1663,Italy,Trasolo,88,120,Tuscany,Toscana,Merlot,Tenuta Villa Trasqua
1664,US,,88,20,Oregon,Chehalem Mountains,Grüner Veltliner,Raptor Ridge
1665,France,Baron d'Ardeuil Vieilles Vignes,88,15,Southwest France,Buzet,Bordeaux-style Red Blend,Vignerons de Buzet
1666,Chile,Cefiro Reserva,88,12,Maipo Valley,,Merlot,Viña Casablanca
1667,US,Reserve,88,35,California,Santa Cruz Mountains,Chardonnay,Wrights Station
1668,France,,88,12,Southwest France,Gaillac,Red Blend,Château Lastours
1669,France,Cuvée des Conti,88,16,Southwest France,Bergerac Sec,Bordeaux-style White Blend,Château Tour des Gendres
1670,France,Château Bazin,88,45,Southwest France,Côtes du Marmandais,Red Blend,Cave du Marmandais
1671,Italy,Serisè,88,22,Tuscany,Toscana,Ciliegiolo,Cesani
1672,Chile,1810,88,44,Maule Valley,,Cabernet Sauvignon-Carmenère,Casa Donoso
1673,Chile,Gran Reserva Estate Bottled,88,20,Casablanca Valley,,Pinot Noir,Casas del Bosque
1674,Italy,Poggio ai Merli,88,110,Tuscany,Toscana,Merlot,Castellare di Castellina
1675,Italy,Non Confonditur,88,26,Tuscany,Toscana,Red Blend,Argiano
1676,US,Hope,88,40,California,California,Red Blend,Aver Family Vineyards
1677,Chile,Private,88,35,Cachapoal Valley,,Cabernet Franc,Valle Secreto
1678,US,The Sheriff,88,36,California,Livermore Valley,Rhône-style Red Blend,Vasco Urbano
1679,Germany,,88,12,Pfalz,,Pinot Gris,Villa Wolf
1680,Spain,Castillo de Albai Crianza,88,15,Northern Spain,Rioja,Tempranillo,Pagos del Rey
1681,US,,88,26,California,Paso Robles,Cabernet Sauvignon,Still Waters
1682,Portugal,Fado Tinto Reserva,88,20,Alentejano,,Portuguese Red,Terras de Alter
1683,US,Alloro Vineyard,88,60,Oregon,Chehalem Mountains,Pinot Noir,Torii Mor
1684,Portugal,3 Autores,88,12,Douro,,Portuguese Red,Vidigal
1685,US,Upstream,88,25,California,Lodi,Zinfandel,Watts
1686,US,,88,17,California,Central Coast,Merlot,William Hill Estate
1687,Croatia,Vrhunsko Bijelo Vino,88,20,Hvar,,Posip,Zlatan Otok
1688,Romania,La Umbra,88,9,Colinele Dobrogei,,Merlot,Cramele Halewood
1689,France,Les Cris,88,,Loire Valley,Pouilly-Fumé,Sauvignon Blanc,Domaine A. Cailbourdin
1690,France,,88,25,Loire Valley,Quincy,Sauvignon Blanc,Domaine Philippe Portier
1691,US,York Creek Vineyard,88,37,California,Napa Valley,Petite Sirah,Elyse
1692,US,,88,98,California,Sonoma Valley,Pinot Noir,Hanzell
1693,US,Preston Vineyards,88,25,California,Dry Creek Valley,Sauvignon Blanc,Horse & Plow
1694,US,Le Cigare Blanc Beeswax Vineyard,88,26,California,Arroyo Seco,Rhône-style White Blend,Bonny Doon
1695,Portugal,Torre de Vila Nova,88,12,Vinho Verde,,Portuguese White,Casa de Vila Nova
1696,Portugal,Vinha Grande,88,20,Douro,,Rosé,Casa Ferreirinha
1697,France,Les Fosses d'Hareng,88,,Loire Valley,Vouvray,Chenin Blanc,Cave des Producteurs de Vouvray
1698,France,,88,21,Bordeaux,Côtes de Bourg,Bordeaux-style Red Blend,Château Métairie Neuve
1699,US,Estate,88,10,California,Amador County,Sauvignon Blanc,Clos du Lac
1700,Argentina,,88,15,Other,Calchaquí Valley,Torrontés,Colomé
1701,US,Sexton Hill Vineyard,88,42,California,Russian River Valley,Pinot Noir,Balletto
1702,US,,88,25,Colorado,Colorado,Viognier,Sutcliffe
1703,Italy,del Comune di La Morra,88,,Piedmont,Barolo,Nebbiolo,Eugenio Bocchino
1704,Spain,,88,15,Northern Spain,Toro,Tempranillo,Hermanos Lurton
1705,Spain,Maceración Carbónica,88,16,Northern Spain,Rioja,Tempranillo Blend,Dominio de Berzal
1706,Spain,AV14 Clos d'Englora,88,30,Catalonia,Montsant,Red Blend,Cellers Baronia del Montsant
1707,Spain,Inspiración Las Canteras,88,25,Northern Spain,Rioja,Tempranillo Blend,Bodegas Valdemar
1708,Spain,Crianza,88,15,Northern Spain,Rioja,Tempranillo Blend,Viña Herminia
1709,US,,88,28,Arizona,Cochise County,Chenin Blanc,Pillsbury
1710,France,,88,28,Loire Valley,Sancerre,Rosé,Domaine Vincent Delaporte
1711,US,DuPratt Vineyard Old Vine,90,24,California,Mendocino Ridge,Zinfandel,Steele
1712,Germany,Bechtheimer Trocken,90,25,Rheinhessen,,Schwartzriesling,Weinreich
1713,Chile,Gran Reserva,90,15,Colchagua Valley,,Carmenère,Carmen
1714,France,Maison du Villard,90,35,Burgundy,Pouilly-Fuissé,Chardonnay,Château de Lavernette
1715,US,Estate Bottled,90,18,California,El Dorado,Sauvignon Blanc,Lava Cap
1716,US,,90,40,California,Sonoma Coast,Pinot Noir,MacPhail
1717,US,Estate Bottled,90,35,California,Shenandoah Valley (CA),Zinfandel,Easton
1718,US,Reserve,90,35,California,Edna Valley,Chardonnay,Edna Valley Vineyard
1719,Chile,,90,22,Aconcagua Costa,,Sauvignon Blanc,Errazuriz
1720,US,Erato De Portola Trail Vineyard,90,45,California,Temecula Valley,Cabernet Franc,Gershon Bachus
1721,US,El Jabali Vineyard Brut Rosé,90,65,California,Sta. Rita Hills,Sparkling Blend,Alma Rosa
1722,US,Collins Holystone Vineyard Old Vine,90,35,California,St. Helena,Zinfandel,Benessere
1723,US,Makena,90,35,Oregon,Eola-Amity Hills,Pinot Noir,BKB
1724,US,Mortal Zin,90,38,California,Paso Robles,Zinfandel,Graveyard
1725,US,Aatto,90,40,California,Adelaida District,Rhône-style Red Blend,kukkula
1726,Germany,Trocken,90,20,Rheingau,,Riesling,Robert Weil
1727,US,The Villain,90,34,California,Santa Lucia Highlands,Syrah,Shane Wines
1728,France,Vieilles Vignes,90,55,Alsace,Alsace,Pinot Noir,Domaine Barmès-Buecher
1729,France,Grèves Premier Cru,90,117,Burgundy,Beaune,Chardonnay,Domaine Jacques Prieur
1730,US,3 Clones,90,40,Oregon,Chehalem Mountains,Pinot Noir,Vidon Vineyard
1731,France,Château Lauduc Classic,90,15,Bordeaux,Bordeaux Rosé,Rosé,Vignobles Grandeau
1732,US,Larner,90,42,California,Ballard Canyon,Grenache,Casa Dumetz
1733,France,Dominode Premier Cru,90,68,Burgundy,Savigny-lès-Beaune,Pinot Noir,Chanson Père et Fils
1734,US,Bacigalupi Vineyard,90,40,California,Russian River Valley,Chardonnay,Peter Paul Wines
1735,Spain,Santbru,90,32,Catalonia,Montsant,White Blend,Portal del Montsant
1736,France,Les Marconnets Premier Cru,90,60,Burgundy,Savigny-lès-Beaune,Pinot Noir,Nicolas Potel
1737,US,Whole Cluster Rosé of,90,18,Oregon,Willamette Valley,Pinot Noir,Willamette Valley Vineyards
1738,France,Vieilles Vignes,90,32,Alsace,Alsace,Auxerrois,Jean-Baptiste Adam
1739,France,Tradition,90,20,Alsace,Alsace,Pinot Noir,Kuentz-Bas
1740,France,,90,19,Alsace,Alsace,Pinot Blanc,Leon Beyer
1741,Hungary,Mandolás,90,25,Tokaji,,Furmint,Oremus
1742,US,Stagecoach Vineyard,90,75,California,Napa Valley,Syrah,Patland
1743,US,Wisdom,90,21,New York,Finger Lakes,Cabernet Franc,Inspire Moore
1744,France,Domaine des Emois,90,20,Loire Valley,Sancerre,Sauvignon Blanc,Joseph Mellot
1745,US,,90,52,California,Sonoma Coast,Pinot Noir,Kanzler
1746,US,La Cruz Vineyard,90,55,California,Sonoma Coast,Pinot Noir,Lachini
1747,US,L'Ame du Sage Old Vine,90,48,California,Sonoma Valley,Zinfandel,Lasseter
1748,Italy,,90,80,Tuscany,Brunello di Montalcino,Sangiovese,Le Gode
1749,Italy,Tenuta Belguardo,90,50,Tuscany,Maremma Toscana,Red Blend,Mazzei
1750,Morocco,,90,18,Zenata,,Syrah,Ouled Thaleb
1751,US,Alegría Vineyard,90,35,California,Russian River Valley,Zinfandel,Parmeson
1752,Moldova,Negru de Purcari,90,31,Moldova,,Red Blend,Purcari
1753,US,,90,45,California,Russian River Valley,Pinot Noir,Sanglier Cellars
1754,Italy,Riserva,90,120,Tuscany,Brunello di Montalcino,Sangiovese,Seconda Stella a Destra
1755,US,,90,28,Washington,Columbia Valley (WA),Syrah,Tamarack Cellars
1756,US,,90,30,Idaho,,Syrah,Telaya
1757,US,Fox Den Vineyard,90,62,California,Russian River Valley,Pinot Noir,The Calling
1758,Italy,,90,59,Tuscany,Brunello di Montalcino,Sangiovese,Uccelliera
1759,US,Lewis Vineyard,90,65,Washington,Yakima Valley,Syrah,Va Piano
1760,Italy,,90,66,Tuscany,Brunello di Montalcino,Sangiovese,Argiano
1761,US,Pagani Ranch,90,36,California,Sonoma Valley,Alicante Bouschet,Carlisle
1762,Bulgaria,Nimbus Premium,90,28,Thracian Valley,,Pinot Noir,Castra Rubra
1763,France,,90,26,Loire Valley,Sancerre,Sauvignon Blanc,Château de Crézancy
1764,US,Halcyon,90,30,Washington,Columbia Valley (WA),Cabernet Sauvignon,Cloudlift Cellars
1765,Italy,,90,,Tuscany,Brunello di Montalcino,Sangiovese,Collemattoni
1766,France,Le Clos de Bannon,90,30,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Fouassier
1767,France,La Terre des Anges,90,26,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Laporte
1768,France,L'Arret Buffatte,90,50,Loire Valley,Pouilly-Fumé,Sauvignon Blanc,Domaine Tinel-Blondelet
1769,France,,90,,Loire Valley,Sancerre,Sauvignon Blanc,Domaine Vacheron
1770,Italy,,90,55,Tuscany,Brunello di Montalcino,Sangiovese,Donna Olga
1771,Austria,Ried Spiegel,92,17,Wagram,,Grüner Veltliner,Josef Bauer
1772,US,Ventana Vineyard,92,35,California,Arroyo Seco,Grenache,Joyce
1773,Austria,Stein,92,18,Kamptal,,Grüner Veltliner,Jurtschitsch
1774,US,Backbone,92,28,Oregon,Willamette Valley,Pinot Gris,King Estate
1775,New Zealand,Hunting Hill,92,49,Kumeu,,Chardonnay,Kumeu River
1776,Argentina,Big Bat,92,50,Mendoza Province,Mendoza,Cabernet Sauvignon,Mascota
1777,Spain,Trienna,92,77,Northern Spain,Ribera del Duero,Tempranillo,Portia
1778,New Zealand,,92,25,Nelson,,Chardonnay,Neudorf
1779,US,Upper Crust,92,35,California,Santa Maria Valley,Syrah,Babcock
1780,Austria,Am Berg,92,22,Niederösterreich,,Grüner Veltliner,Bernhard Ott
1781,Italy,,92,70,Northeastern Italy,Collio,Sauvignon,Borgo del Tiglio
1782,France,César à Sumeire,92,45,Provence,Côtes de Provence Sainte-Victoire,Rosé,Château Coussin
1783,France,,92,20,Provence,Coteaux d'Aix-en-Provence,Rosé,Château de Calavon
1784,France,Instinct Parcellaire,92,26,Provence,Côtes de Provence La Londe,Rosé,Château des Bormettes
1785,US,Yamhill Cuvée,92,45,Oregon,Willamette Valley,Pinot Noir,Domaine Serene
1786,Austria,Von Stokstal,92,15,Wagram,,Grüner Veltliner,Ecker
1787,US,Lock Vineyard,92,38,California,Paso Robles,Syrah,Écluse
1788,Italy,,92,23,Southern Italy,Campania,Sirica,Feudi di San Gregorio
1789,US,JA Ranch,92,45,California,Sta. Rita Hills,Chardonnay,Foley
1790,Italy,Trezotratto,92,40,Southern Italy,Taurasi,Aglianico,I Favati
1791,US,Turbidity Current,92,25,California,Monterey County,Rosé,Joyce
1792,US,Ellis Alden Vineyard,92,32,California,Alexander Valley,Sauvignon Blanc,Judge Palmer
1793,US,DuBrul Vineyard,92,35,Washington,Yakima Valley,Bordeaux-style Red Blend,Kevin White
1794,France,L'Enclos Rouge,92,28,Southwest France,Gaillac,Red Blend,L'Enclos des Braves
1795,Spain,Almacenista Manuel Cuevas Jurado Amontillado de Sanlúcar de Barrameda,92,30,Andalucia,Jerez,Sherry,Lustau
1796,US,,92,100,California,Rutherford,Cabernet Sauvignon,Mathew Bruno
1797,Austria,Samt & Seide,92,25,Carnuntum,,Blaufränkisch,Muhr-Van der Niepoort
1798,Austria,Klassik-Cuvée,92,15,Niederösterreich,,Red Blend,Nastl
1799,US,The Heretic North Slope,92,65,Oregon,Dundee Hills,Pinot Noir,Native Flora
1800,Austria,Rubin Carnuntum,92,25,Carnuntum,,Zweigelt,Netzl
1801,US,Searby Vineyard,90,55,California,Russian River Valley,Chardonnay,Migration
1802,US,3 Divas,90,25,California,Dry Creek Valley,Rhône-style White Blend,Montemaggiore
1803,US,,90,95,California,Northern Sonoma,Cabernet Sauvignon,Gallo Estate
1804,Italy,Sotto Castello di Novello,90,60,Piedmont,Barolo,Nebbiolo,Giacomo Grimaldi
1805,Italy,Via Nuova,90,90,Piedmont,Barolo,Nebbiolo,Chiara Boschis - E. Pira e Figli
1806,US,,90,10,California,California,Merlot,Dark Horse
1807,Israel,Namura Single Vineyard Special Reserve,90,52,Galilee,,Cabernet Sauvignon,Or Haganuz
1808,US,Carter Vineyard,90,65,Oregon,Eola-Amity Hills,Pinot Noir,Panther Creek
1809,US,Altitude 2401,90,20,California,El Dorado,Viognier,Perry Creek
1810,US,Wine Creek Ranch,90,32,California,Dry Creek Valley,Grenache,Quivira
1811,US,Reserve Selection,90,38,California,Napa Valley,Cabernet Sauvignon,Raymond
1812,US,Westphall Ridge Vineyard,90,45,California,Rockpile,Zinfandel,Rock Wall
1813,Israel,Secret Reserve,90,40,Judean Hills,,Cabernet Sauvignon,Shiloh Winery
1814,Israel,Adama,90,22,Galilee,,Shiraz,Tabor
1815,Israel,Mt. Tabor,90,15,Galilee,,Shiraz,Tabor
1816,US,Rosé,90,19,Oregon,Willamette Valley,Pinot Noir,Trinity Vineyards
1817,Italy,Sarmassa,90,75,Piedmont,Barolo,Nebbiolo,Virna Borgogno
1818,US,Shea Vineyard,90,60,Oregon,Willamette Valley,Pinot Noir,Winderlea
1819,Germany,Rotwein Trocken,90,34,Rheinhessen,,Spätburgunder,Wittmann
1820,Spain,Crianza,90,10,Northern Spain,Rioja,Tempranillo Blend,Viña Cumbrero
1821,US,Lone Tree Vineyard,90,50,California,Alexander Valley,Cabernet Sauvignon,Forefathers
1822,Germany,Cremant Brut,90,36,Mosel,,Riesling,HPSepicurean
1823,Italy,Muntacc,90,24,Piedmont,Coste della Sesia,Red Blend,La Prevostura
1824,Argentina,Terroir Blend,90,30,Mendoza Province,Luján de Cuyo,Malbec,Nieto Senetiner
1825,Italy,Bricco delle Olive,90,27,Piedmont,Barbera d'Alba,Barbera,Palladino
1826,Germany,Ockfener Bockstein Kabinett Erste Lage,90,22,Mosel,,Riesling,St. Urbans-Hof
1827,Italy,,90,42,Piedmont,Barolo,Nebbiolo,Villadoria
1828,US,Russell-Grooters Vineyard,90,36,Oregon,Eola-Amity Hills,Pinot Noir,Sineann
1829,US,Winside Vineyard,90,44,California,Russian River Valley,Pinot Noir,Stemmler
1830,US,,90,16,Oregon,Willamette Valley,Pinot Gris,Sweet Cheeks
1831,France,La Galope,84,12,Southwest France,Côtes de Gascogne,Rosé,Domaine de l'Herré
1832,US,Sabre,84,20,Washington,Columbia Valley (WA),Malbec,Ded.Reckoning
1833,France,,84,12,Burgundy,Coteaux Bourguignons,Pinot Noir-Gamay,Pierre Gruber
1834,Portugal,,84,15,Tejo,,Touriga Nacional,Quinta do Casal Branco
1835,Argentina,[+],84,11,Mendoza Province,Mendoza,Cabernet Sauvignon,Santa Julia
1836,US,,84,45,California,Knights Valley,Cabernet Sauvignon,Ehret
1837,Portugal,Monte da Cal Colheita Seleccionada,84,9,Alentejano,,Portuguese White,Global Wines
1838,US,,84,34,Washington,Horse Heaven Hills,Cabernet Sauvignon,Martinez & Martinez
1839,France,,84,19,Burgundy,Bourgogne,Chardonnay,Pierre Gruber
1840,Portugal,,84,10,Douro,,Portuguese White,Valle da Fonte
1841,Portugal,Galileu,84,,Tejo,,Portuguese White,Casal do Conde
1842,Portugal,Campelo Tinto,84,10,Vinho Verde,,Portuguese Red,Caves Campelo
1843,Argentina,Ampakama,84,11,Other,San Juan,Syrah,Casa Montes
1844,France,La Fleur Lily,84,12,Southwest France,Bergerac Rosé,Rosé,Domaine de Grange Neuve
1845,France,Gouleyant Malbec,84,11,Southwest France,Côtes du Lot,Rosé,Georges Vigouroux
1846,France,,84,19,Burgundy,Bourgogne,Pinot Noir,Pierre Gruber
1847,Portugal,Terra de Touros,84,12,Tejo,,Arinto,Quinta do Casal Monteiro
1848,Portugal,Vadio Branco,84,22,Bairrada,,Portuguese White,Vadio Wines
1849,Portugal,Animus,84,13,Douro,,Portuguese Red,Vicente Faria Vinhos
